record_type,id,label,packet,priority_or_status,claim_strength,safe_scope,claim_roles,entities,ingredients,summary
candidate_claim,CAND_MEMORY_UCHUNK_000184,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"part-time employment. 
New employee hire and turnover data for Mexico is included in the Latin America and Caribbean region.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
101
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_000185,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context,hershey,cocoa_chocolate,"kers who are not employees but whose work is controlled by our 
organizations. We do not track metrics for contractors. Each contractor company is responsible for gathering this information and reporting it according to local requirements.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing"
candidate_claim,CAND_MEMORY_UCHUNK_000186,supplier_relationship / cost_or_price_benchmark: hershey,hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; cost_or_price_benchmark,hershey,,"others
• Take action to create kinder, more inclusive communities
Heartwarming Project Highlights
Our work in 2023 advanced all those aims. We also 
celebrated the fifth year of our signature HWP Action 
Grants Program, which awards micro-grants to teens 
to create heartwarming changes in their comm"
candidate_claim,CAND_MEMORY_UCHUNK_000187,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"ice Day. 6,900 young people took 
part in 138 projects promoting kindness, inclusion, 
empathy and connection. 
→See The Heartwarming Project data on page 107. 
Connecting Across Difference
We continued to support Global Nomads Group (GNG), 
a nonprofit offering safe digital spaces designed by globa"
candidate_claim,CAND_MEMORY_UCHUNK_000188,"supplier_relationship / cost_or_price_benchmark / manufacturing_or_process: hershey, packaging",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; cost_or_price_benchmark; manufacturing_or_process,hershey,packaging,"Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
104
The Hershey Company 2023 ESG Report
1
Current Priorities of the U.S. Surgeon General: Youth Mental Health.
2
Loneliness and Social Isolation as Risk Factors for Mortality | Perspectives 
on Psychological Science.
"
candidate_claim,CAND_MEMORY_UCHUNK_000189,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate, packaging",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate; packaging,"cil that met regularly with 
Hershey employees to advise on the campaign, 
packaging design and amplification strategy 
• Shared insights from Hershey employees on careers and 
how to plan and execute creative marketing campaigns
The participating organizations were:
• Memphis Music Initiative of Me"
candidate_claim,CAND_MEMORY_UCHUNK_000191,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"ter. The internship culminated with 
students presenting new product ideas they had created 
in response to current, actual Hershey business needs. 
A Growing Apprenticeship Program
More MHS students obtained their Pennsylvania-
recognized pre-apprenticeship certificate with Hershey 
in 2023. We hav"
candidate_claim,CAND_MEMORY_UCHUNK_000193,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"artwarming actions decreased in 2023 as we had fewer partners engaged in youth actions and also awarded fewer action grants.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
107
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_000194,supplier_relationship / cost_or_price_benchmark / manufacturing_or_process: hershey,hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; cost_or_price_benchmark; manufacturing_or_process,hershey,,"ionships with NGOs
• Dispense grants and review impact reports
• Organize employee volunteering and fundraising
We focus our community philanthropic investments on 
communities where we live and work. Our giving supports 
more inclusive communities, basic needs, disaster 
response efforts and educat"
candidate_claim,CAND_MEMORY_UCHUNK_000195,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"bution to help support holiday celebrations 
at USOs nationwide.
Basic Needs, Disaster Response and Supporting 
Our Plant Communities 
We proactively support American National Red Cross 
(ANRC) Disaster Relief efforts by pre-funding the 
organization before disasters strike. This helps deploy 
resou"
candidate_claim,CAND_MEMORY_UCHUNK_000196,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"helped support their Reimagine 
Campaign to modernize, improve accessibility and 
increase the capacity of their building. 
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
109
The Hershey Company 2023 ESG Report

"
candidate_claim,CAND_MEMORY_UCHUNK_000197,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"helped launch 
a fun effort to educate young students across 
Pennsylvania about the nation’s upcoming birthday: 
the Keystone Classroom Initiative (KCI). This unique 
storytelling and visitation program for children’s hospitals, 
pre-kindergarten through fourth grade classrooms and 
youth camps tea"
candidate_claim,CAND_MEMORY_UCHUNK_000198,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"te, Preserve, Innovate and Celebrate 
Pennsylvania’s rich history, culture and future, 
and enables us to ensure that this historic 
semiquincentennial commemoration 
is one that is most inclusive, engaging 
ALL Pennsylvanians in ALL 67 counties.”
Cassandra Coleman, Executive Director, America250PA
"
candidate_claim,CAND_MEMORY_UCHUNK_000199,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context,hershey,cocoa_chocolate,"Commerce. This is their fourth consecutive win! 
The award recognizes our commitment to corporate 
citizenship in key areas like strategy, sustainability, 
measurability, communication and partnerships. 
Of the 120 participants, Hershey is one of 60 scoring 
high across all pillars by implementing r"
candidate_claim,CAND_MEMORY_UCHUNK_000200,supplier_relationship / cost_or_price_benchmark / sustainability_context: hershey,hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; cost_or_price_benchmark; sustainability_context,hershey,,"nities. In 2023: 
• 1,400 employees participated 
• 3,500 total hours were volunteered 
• 45 nonprofit organizations supported globally
• Volunteers worked on 65 events 
We brought back our Rise Against Hunger (RAH) meal 
packing event in 2023. RAH is a growing global movement 
to end hunger.
Our la"
candidate_claim,CAND_MEMORY_UCHUNK_000201,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; sustainability_context,hershey,cocoa_chocolate,"ifferent causes across 
the globe, including: 
• Hunger 
• Social and emotional learning 
• Social justice and inclusive organizations 
• Workforce development 
• Environmental conservation
2023 Employee Impact in Numbers
127,440 
hours volunteered by employees
$1.7M+ 
raised by Season of Giving Cam"
candidate_claim,CAND_MEMORY_UCHUNK_000205,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"tzels.
For 130 years, Hershey has been committed to operating 
fairly, ethically and sustainably. The candy and snack 
maker’s founder, Milton Hershey, created Milton Hershey 
School in 1909, and since then, the company has focused 
on helping children succeed through equitable access to 
education."
candidate_claim,CAND_MEMORY_UCHUNK_000206,supplier_relationship / cost_or_price_benchmark / sustainability_context: hershey,hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; cost_or_price_benchmark; sustainability_context,hershey,,"pply chain resilience
The active management of supply chain activities to minimize disruptions of any form and maximize company and customer value.
Sub-issues: Natural disaster preparedness, climate change, pandemic, risk assessment, geo-politics, tax
Child labor
Prohibiting work that deprives child"
candidate_claim,CAND_MEMORY_UCHUNK_000207,"supplier_relationship / ingredient_confirmation / sustainability_context: hershey, cocoa_chocolate",hershey_company,unified_memory_scan,company_level_relationship_evidence,company_level_only,supplier_relationship; ingredient_confirmation; sustainability_context; manufacturing_or_process,hershey,cocoa_chocolate,"th 
industry standards.
Sub-issues: Learning and development, talent acquisition, compensation and benefits, pension management
Energy management
Optimizing operational practices and power sources to conserve energy and reduce overall energy consumption.
Sub-issues: Renewable energy, energy efficien"
